Worried,Healthy,Fewfood,Skipped,Ateless,Runout,Hungry,Whlday,WT,wtperson,Urban,Region,country,wave,hhid
,,,,,1,1,1,1215.2358,NA,0,1005,1,4,2741
1,1,0,1,1,0,0,1,1215.2358,NA,0,1005,1,5,2741
1,1,0,1,0,0,0,0,1215.2358,NA,0,1005,1,6,2741
1,1,1,1,1,0,0,0,1215.2358,NA,0,1005,1,8,2741
1,1,1,0,0,0,0,0,1215.2358,NA,0,1005,1,9,2741
0,0,0,0,0,0,0,1,10854.187,NA,0,1005,1,0,2744
,,,,,0,0,0,26620.756,NA,0,1005,1,4,2744
1,1,1,0,1,0,0,0,26620.756,NA,0,1005,1,5,2744
1,1,0,1,1,0,0,0,26620.756,NA,0,1005,1,6,2744
1,1,1,1,0,0,0,0,26620.756,NA,0,1005,1,8,2744
1,1,1,0,0,0,0,0,26620.756,NA,0,1005,1,9,2744
1,1,1,0,0,0,0,0,26620.756,NA,0,1005,1,10,2744
,,,,,,,,26620.756,NA,0,1005,1,11,2744
,,,,,,,,26620.756,NA,0,1005,1,12,2744
,,,,,,,,26620.756,NA,0,1005,1,16,2744
,,,,,,,,26620.756,NA,0,1005,1,19,2744
0,0,0,0,0,0,0,0,7830.6001,NA,0,1005,1,0,2745
,,,,,0,1,0,14780.326,NA,0,1005,1,4,2745
1,1,1,1,1,0,0,0,14780.326,NA,0,1005,1,5,2745
1,1,0,1,1,0,0,0,14780.326,NA,0,1005,1,6,2745
1,0,1,1,1,0,0,0,14780.326,NA,0,1005,1,8,2745
1,1,1,0,0,0,0,0,14780.326,NA,0,1005,1,9,2745
1,1,0,0,0,0,0,0,14780.326,NA,0,1005,1,10,2745
,,,,,,,,14780.326,NA,0,1005,1,11,2745
,,,,,,,,14780.326,NA,0,1005,1,12,2745
,,,,,,,,14780.326,NA,0,1005,1,14,2745
,,,,,,,,14780.326,NA,0,1005,1,16,2745
,,,,,,,,14780.326,NA,0,1005,1,19,2745
0,0,0,0,0,0,0,0,7830.6001,NA,0,1005,1,0,2746
,,,,,0,0,0,15178.202,NA,0,1005,1,4,2746
1,1,1,1,1,0,0,0,15178.202,NA,0,1005,1,5,2746
1,0,0,1,1,0,0,0,15178.202,NA,0,1005,1,6,2746
1,1,1,1,0,0,0,0,15178.202,NA,0,1005,1,8,2746
1,1,1,1,0,0,0,0,15178.202,NA,0,1005,1,10,2746
,,,,,,,,15178.202,NA,0,1005,1,11,2746
,,,,,,,,15178.202,NA,0,1005,1,12,2746
,,,,,,,,15178.202,NA,0,1005,1,13,2746
,,,,,,,,15178.202,NA,0,1005,1,14,2746
,,,,,,,,15178.202,NA,0,1005,1,16,2746
0,0,0,0,0,0,0,0,7830.6001,NA,0,1005,1,0,2748
,,,,,0,0,0,14969.445,NA,0,1005,1,4,2748
1,1,1,1,1,0,1,1,14969.445,NA,0,1005,1,5,2748
1,1,0,1,1,0,0,0,14969.445,NA,0,1005,1,6,2748
0,0,0,1,1,0,0,0,14969.445,NA,0,1005,1,8,2748
,,,,,,,,14969.445,NA,0,1005,1,11,2748
,,,,,,,,14969.445,NA,0,1005,1,12,2748
,,,,,,,,14969.445,NA,0,1005,1,13,2748
,,,,,,,,14969.445,NA,0,1005,1,14,2748
,,,,,,,,14969.445,NA,0,1005,1,16,2748
0,0,0,0,0,0,0,0,9110.9893,NA,0,1005,1,0,2749
,,,,,0,0,0,16586.953,NA,0,1005,1,4,2749
1,1,1,0,1,1,1,1,16586.953,NA,0,1005,1,5,2749
1,1,1,1,1,0,0,0,16586.953,NA,0,1005,1,6,2749
1,1,1,1,1,0,0,0,16586.953,NA,0,1005,1,8,2749
1,0,0,0,0,0,0,0,16586.953,NA,0,1005,1,9,2749
0,0,0,0,0,0,0,0,16586.953,NA,0,1005,1,10,2749
,,,,,,,,16586.953,NA,0,1005,1,11,2749
,,,,,,,,16586.953,NA,0,1005,1,12,2749
,,,,,,,,16586.953,NA,0,1005,1,13,2749
,,,,,,,,16586.953,NA,0,1005,1,16,2749
0,0,0,0,0,0,0,0,9110.9893,NA,0,1005,1,0,2750
,,,,,1,1,1,19320.982,NA,0,1005,1,4,2750
1,1,1,1,1,0,0,0,19320.982,NA,0,1005,1,5,2750
1,1,1,1,1,0,0,0,19320.982,NA,0,1005,1,6,2750
1,1,1,1,1,0,0,0,19320.982,NA,0,1005,1,8,2750
,,,,,,,,19320.982,NA,0,1005,1,11,2750
,,,,,,,,19320.982,NA,0,1005,1,14,2750
,,,,,,,,19320.982,NA,0,1005,1,16,2750
,,,,,,,,19320.982,NA,0,1005,1,19,2750
0,0,0,0,0,0,0,0,9110.9893,NA,0,1005,1,0,2751
,,,,,0,0,0,19452.895,NA,0,1005,1,4,2751
1,1,1,1,1,0,0,1,19452.895,NA,0,1005,1,5,2751
1,1,1,1,1,0,0,0,19452.895,NA,0,1005,1,6,2751
1,1,1,0,0,0,0,0,19452.895,NA,0,1005,1,8,2751
1,1,1,1,1,0,0,0,19452.895,NA,0,1005,1,9,2751
1,0,0,0,0,0,0,0,19452.895,NA,0,1005,1,10,2751
,,,,,,,,19452.895,NA,0,1005,1,11,2751
,,,,,,,,19452.895,NA,0,1005,1,12,2751
,,,,,,,,19452.895,NA,0,1005,1,13,2751
,,,,,,,,19452.895,NA,0,1005,1,14,2751
,,,,,,,,19452.895,NA,0,1005,1,16,2751
1,0,0,0,0,0,0,0,15952.286,NA,,1005,1,0,2758
,,,,,1,1,1,24165.15,NA,,1005,1,4,2758
1,1,0,1,1,0,0,1,24165.15,NA,,1005,1,5,2758
1,0,0,1,1,1,0,0,24165.15,NA,,1005,1,6,2758
1,1,1,1,1,0,0,0,24165.15,NA,,1005,1,8,2758
1,1,1,0,0,0,0,0,24165.15,NA,,1005,1,9,2758
1,1,0,0,0,0,0,0,24165.15,NA,,1005,1,10,2758
,,,,,,,,24165.15,NA,,1005,1,11,2758
,,,,,,,,24165.15,NA,,1005,1,12,2758
,,,,,,,,24165.15,NA,,1005,1,13,2758
,,,,,,,,24165.15,NA,,1005,1,14,2758
,,,,,,,,24165.15,NA,,1005,1,16,2758
0,1,1,1,1,0,0,0,4004.2842,NA,0,1005,1,0,2767
,,,,,0,0,0,7899.5718,NA,0,1005,1,4,2767
1,1,1,1,1,1,0,1,7899.5718,NA,0,1005,1,5,2767
1,0,0,1,1,0,0,0,7899.5718,NA,0,1005,1,6,2767
1,1,0,1,1,0,0,0,7899.5718,NA,0,1005,1,8,2767
1,1,1,1,1,0,0,0,7899.5718,NA,0,1005,1,9,2767
1,1,1,1,1,0,0,0,7899.5718,NA,0,1005,1,10,2767
,,,,,,,,7899.5718,NA,0,1005,1,11,2767
,,,,,,,,7899.5718,NA,0,1005,1,12,2767
,,,,,,,,7899.5718,NA,0,1005,1,13,2767
,,,,,,,,7899.5718,NA,0,1005,1,14,2767
,,,,,,,,7899.5718,NA,0,1005,1,16,2767
0,1,1,0,0,0,1,0,4004.2842,NA,0,1005,1,0,2768
,,,,,0,0,0,8535.8584,NA,0,1005,1,4,2768
1,1,1,1,1,1,0,1,8535.8584,NA,0,1005,1,5,2768
1,0,1,1,1,0,0,1,8535.8584,NA,0,1005,1,6,2768
1,1,1,1,0,0,0,0,8535.8584,NA,0,1005,1,8,2768
0,0,0,0,0,0,0,0,8535.8584,NA,0,1005,1,9,2768
0,0,0,0,0,0,0,0,8535.8584,NA,0,1005,1,10,2768
,,,,,,,,8535.8584,NA,0,1005,1,11,2768
,,,,,,,,8535.8584,NA,0,1005,1,14,2768
,,,,,,,,8535.8584,NA,0,1005,1,16,2768
0,1,0,0,0,0,0,0,4659.0283,NA,0,1005,1,0,2769
,,,,,1,1,1,5521.2344,NA,0,1005,1,4,2769
1,1,1,0,0,1,1,0,5521.2344,NA,0,1005,1,5,2769
1,1,1,1,1,0,0,0,5521.2344,NA,0,1005,1,6,2769
1,0,0,1,1,0,0,0,5521.2344,NA,0,1005,1,8,2769
0,0,0,0,0,0,0,0,4004.2842,NA,0,1005,1,0,2770
,,,,,1,1,1,6829.106,NA,0,1005,1,4,2770
1,1,1,1,1,0,0,0,6829.106,NA,0,1005,1,5,2770
1,1,1,1,0,0,0,0,6829.106,NA,0,1005,1,6,2770
1,1,1,1,1,0,0,0,6829.106,NA,0,1005,1,8,2770
1,1,1,1,0,0,0,0,6829.106,NA,0,1005,1,9,2770
,,,,,,,,6829.106,NA,0,1005,1,16,2770
0,1,1,1,1,0,0,0,4659.0283,NA,0,1005,1,0,2771
,,,,,1,1,1,6617.1855,NA,0,1005,1,4,2771
1,1,0,1,1,0,0,0,6617.1855,NA,0,1005,1,5,2771
1,1,0,1,1,0,0,0,6617.1855,NA,0,1005,1,6,2771
1,1,1,1,1,0,0,0,6617.1855,NA,0,1005,1,8,2771
1,1,1,1,1,0,0,0,6617.1855,NA,0,1005,1,9,2771
0,0,0,0,0,0,0,0,4004.2842,NA,0,1005,1,0,2772
,,,,,0,0,0,5858.9707,NA,0,1005,1,4,2772
1,1,1,1,1,0,0,0,5858.9707,NA,0,1005,1,5,2772
1,0,0,1,1,0,0,1,5858.9707,NA,0,1005,1,6,2772
1,1,1,1,0,0,0,0,5858.9707,NA,0,1005,1,8,2772
1,1,1,0,0,0,0,0,5858.9707,NA,0,1005,1,9,2772
,,,,,,,,5858.9707,NA,0,1005,1,11,2772
0,0,0,0,0,0,0,0,3376.283,NA,0,1005,1,0,2773
,,,,,1,1,1,4006.5806,NA,0,1005,1,4,2773
1,1,1,1,1,1,1,1,4006.5806,NA,0,1005,1,5,2773
1,1,1,1,1,0,0,0,4006.5806,NA,0,1005,1,6,2773
1,1,1,1,0,0,0,0,4006.5806,NA,0,1005,1,8,2773
0,1,0,0,0,0,0,0,4004.2842,NA,0,1005,1,0,2775
,,,,,1,1,1,7021.0859,NA,0,1005,1,4,2775
1,1,1,1,1,0,0,1,7021.0859,NA,0,1005,1,5,2775
1,1,0,1,1,0,0,0,7021.0859,NA,0,1005,1,6,2775
1,1,1,1,0,0,0,0,7021.0859,NA,0,1005,1,8,2775
1,1,1,0,0,0,0,0,7021.0859,NA,0,1005,1,9,2775
1,1,1,1,0,0,0,0,7021.0859,NA,0,1005,1,10,2775
,,,,,,,,7021.0859,NA,0,1005,1,11,2775
,,,,,,,,7021.0859,NA,0,1005,1,13,2775
0,0,0,0,0,0,0,0,4004.2842,NA,0,1005,1,0,2776
,,,,,1,1,1,6542.188,NA,0,1005,1,4,2776
1,1,1,0,0,1,0,0,6542.188,NA,0,1005,1,5,2776
1,1,0,1,1,0,0,0,6542.188,NA,0,1005,1,6,2776
1,1,1,1,1,0,0,0,6542.188,NA,0,1005,1,8,2776
1,1,1,0,0,0,0,0,6542.188,NA,0,1005,1,9,2776
,,,,,,,,6542.188,NA,0,1005,1,16,2776
1,1,1,0,0,1,1,0,5791.2881,NA,0,1005,1,0,2777
,,,,,1,1,1,10313.044,NA,0,1005,1,4,2777
1,1,1,1,1,0,0,1,10313.044,NA,0,1005,1,5,2777
1,1,1,1,1,0,0,0,10313.044,NA,0,1005,1,6,2777
1,0,1,1,0,0,0,0,10313.044,NA,0,1005,1,8,2777
0,0,0,0,0,0,0,0,10313.044,NA,0,1005,1,10,2777
,,,,,,,,10313.044,NA,0,1005,1,12,2777
0,0,0,0,0,0,0,0,4178.043,NA,0,1005,1,0,2779
,,,,,0,0,0,8390.6758,NA,0,1005,1,4,2779
1,1,1,1,1,1,1,1,8390.6758,NA,0,1005,1,5,2779
1,1,1,1,1,0,0,0,8390.6758,NA,0,1005,1,6,2779
1,1,1,1,0,0,0,0,8390.6758,NA,0,1005,1,8,2779
1,1,1,1,1,0,0,0,8390.6758,NA,0,1005,1,9,2779
1,1,1,1,0,0,0,0,8390.6758,NA,0,1005,1,10,2779
,,,,,,,,8390.6758,NA,0,1005,1,12,2779
,,,,,,,,8390.6758,NA,0,1005,1,13,2779
,,,,,,,,8390.6758,NA,0,1005,1,14,2779
,,,,,,,,8390.6758,NA,0,1005,1,16,2779
0,0,0,0,0,0,0,0,3522.791,NA,0,1005,1,0,2780
,,,,,1,1,1,3931.907,NA,0,1005,1,4,2780
1,1,1,1,1,0,0,1,3931.907,NA,0,1005,1,5,2780
1,1,1,1,0,0,0,0,3931.907,NA,0,1005,1,6,2780
0,0,0,0,0,0,0,0,2525.8374,NA,0,1005,1,0,2782
,,,,,0,1,1,2666.0293,NA,0,1005,1,4,2782
1,1,1,1,1,1,1,1,2666.0293,NA,0,1005,1,5,2782
1,1,0,1,0,0,0,0,2666.0293,NA,0,1005,1,6,2782
0,0,0,0,0,0,0,0,2968.2031,NA,0,1005,1,0,2783
,,,,,0,1,1,6215.9531,NA,0,1005,1,4,2783
1,1,1,1,1,1,1,1,6215.9531,NA,0,1005,1,5,2783
1,1,0,1,1,0,0,0,6215.9531,NA,0,1005,1,6,2783
1,1,1,1,1,0,0,0,6215.9531,NA,0,1005,1,8,2783
1,1,0,0,0,0,0,0,6215.9531,NA,0,1005,1,9,2783
1,1,1,1,0,0,0,0,6215.9531,NA,0,1005,1,10,2783
,,,,,,,,6215.9531,NA,0,1005,1,11,2783
,,,,,,,,6215.9531,NA,0,1005,1,12,2783
,,,,,,,,6215.9531,NA,0,1005,1,13,2783
,,,,,,,,6215.9531,NA,0,1005,1,14,2783
,,,,,,,,6215.9531,NA,0,1005,1,16,2783
0,0,0,0,0,0,0,0,5791.2881,NA,0,1005,1,0,2784
,,,,,1,1,1,5711.8892,NA,0,1005,1,4,2784
1,1,0,1,1,0,1,0,5711.8892,NA,0,1005,1,5,2784
1,1,0,1,1,0,0,0,5711.8892,NA,0,1005,1,6,2784
0,0,0,0,0,0,0,0,4178.043,NA,0,1005,1,0,2785
,,,,,0,1,1,4379.6387,NA,0,1005,1,4,2785
1,1,0,1,1,0,0,0,4379.6387,NA,0,1005,1,5,2785
1,1,1,1,0,0,0,0,4379.6387,NA,0,1005,1,6,2785
0,0,0,0,0,0,0,0,3056.7173,NA,0,1005,1,0,2789
,,,,,1,1,1,6443.332,NA,0,1005,1,4,2789
1,1,0,0,1,0,0,0,6443.332,NA,0,1005,1,6,2789
1,0,0,0,0,0,0,0,6443.332,NA,0,1005,1,9,2789
,,,,,,,,6443.332,NA,0,1005,1,11,2789
,,,,,,,,6443.332,NA,0,1005,1,13,2789
,,,,,,,,6443.332,NA,0,1005,1,14,2789
0,1,1,1,1,0,0,0,7380.9336,NA,,1005,1,0,2797
,,,,,0,1,1,8045.4722,NA,,1005,1,4,2797
1,1,0,1,0,0,0,1,8045.4722,NA,,1005,1,5,2797
1,1,1,1,0,0,0,1,8045.4722,NA,,1005,1,6,2797
0,0,0,0,0,0,0,0,5946.686,NA,,1005,1,0,2802
,,,,,1,1,1,8403.499,NA,,1005,1,4,2802
1,1,1,1,0,0,0,0,8403.499,NA,,1005,1,5,2802
1,1,1,0,1,0,0,0,8403.499,NA,,1005,1,6,2802
1,1,0,1,1,1,0,0,8403.499,NA,,1005,1,8,2802
1,1,1,0,0,0,0,0,8403.499,NA,,1005,1,9,2802
1,1,1,0,0,0,0,0,8403.499,NA,,1005,1,10,2802
,,,,,,,,8403.499,NA,,1005,1,11,2802
,,,,,,,,8403.499,NA,,1005,1,12,2802
,,,,,,,,8403.499,NA,,1005,1,13,2802
,,,,,,,,8403.499,NA,,1005,1,14,2802
0,0,0,0,0,0,0,0,6505.3306,NA,,1005,1,0,2807
,,,,,0,1,1,8384.4736,NA,,1005,1,4,2807
1,1,0,1,1,0,0,0,8384.4736,NA,,1005,1,5,2807
1,1,0,0,0,0,0,0,8384.4736,NA,,1005,1,6,2807
1,0,0,0,0,0,0,0,8384.4736,NA,,1005,1,9,2807
0,0,0,0,0,0,0,0,8384.4736,NA,,1005,1,10,2807
,,,,,,,,8384.4736,NA,,1005,1,11,2807
,,,,,,,,8384.4736,NA,,1005,1,13,2807
0,0,0,0,0,0,0,0,3361.219,NA,,1005,1,0,2813
,,,,,1,1,1,4355.5244,NA,,1005,1,4,2813
1,1,0,1,1,0,0,0,4355.5244,NA,,1005,1,5,2813
1,1,1,1,1,1,0,1,4355.5244,NA,,1005,1,6,2813
0,0,0,0,0,0,0,0,4355.5244,NA,,1005,1,9,2813
,,,,,,,,4355.5244,NA,,1005,1,11,2813
,,,,,,,,4355.5244,NA,,1005,1,12,2813
,,,,,,,,4355.5244,NA,,1005,1,13,2813
,,,,,,,,4355.5244,NA,,1005,1,14,2813
,,,,,,,,4355.5244,NA,,1005,1,16,2813
,,,,,,,,4355.5244,NA,,1005,1,19,2813
0,0,0,0,0,0,0,0,4902.542,NA,,1005,1,0,2818
,,,,,1,1,1,7173.9448,NA,,1005,1,4,2818
1,1,0,1,1,0,0,1,7173.9448,NA,,1005,1,5,2818
1,0,1,1,1,0,0,0,7173.9448,NA,,1005,1,6,2818
1,1,1,1,1,1,1,1,7173.9448,NA,,1005,1,8,2818
1,1,1,1,1,0,0,0,7173.9448,NA,,1005,1,10,2818
,,,,,,,,7173.9448,NA,,1005,1,11,2818
,,,,,,,,7173.9448,NA,,1005,1,12,2818
,,,,,,,,7173.9448,NA,,1005,1,14,2818
0,0,0,0,0,0,0,1,4171.8921,NA,,1005,1,0,2825
,,,,,1,1,1,6925.3628,NA,,1005,1,4,2825
1,1,1,0,1,0,0,0,6925.3628,NA,,1005,1,5,2825
1,1,1,0,0,0,0,0,6925.3628,NA,,1005,1,6,2825
1,1,1,0,0,0,0,0,6925.3628,NA,,1005,1,8,2825
1,1,0,0,0,0,0,0,6925.3628,NA,,1005,1,9,2825
,,,,,,,,6925.3628,NA,,1005,1,11,2825
,,,,,,,,6925.3628,NA,,1005,1,13,2825
,,,,,,,,6925.3628,NA,,1005,1,14,2825
,,,,,,,,6925.3628,NA,,1005,1,16,2825
,,,,,,,,6925.3628,NA,,1005,1,19,2825
0,0,0,0,0,0,0,0,3817.5344,NA,,1005,1,0,2829
,,,,,0,0,0,5416.8467,NA,,1005,1,4,2829
0,0,0,0,0,0,0,0,5416.8467,NA,,1005,1,5,2829
0,0,0,0,0,0,0,0,5416.8467,NA,,1005,1,6,2829
0,0,0,0,0,0,0,0,5416.8467,NA,,1005,1,8,2829
1,0,1,1,1,0,0,1,5416.8467,NA,,1005,1,9,2829
1,0,1,1,0,0,0,0,5416.8467,NA,,1005,1,10,2829
,,,,,,,,5416.8467,NA,,1005,1,11,2829
,,,,,,,,5416.8467,NA,,1005,1,12,2829
,,,,,,,,5416.8467,NA,,1005,1,14,2829
,,,,,,,,5416.8467,NA,,1005,1,16,2829
0,0,0,0,0,0,0,0,3540.1692,NA,,1005,1,0,2830
,,,,,0,0,0,3804.801,NA,,1005,1,4,2830
0,0,0,0,0,0,0,0,3804.801,NA,,1005,1,5,2830
1,0,1,0,1,0,0,0,3804.801,NA,,1005,1,6,2830
0,0,0,0,0,0,0,0,3540.1692,NA,,1005,1,0,2831
,,,,,0,0,0,4536.2905,NA,,1005,1,4,2831
0,0,0,0,0,0,0,0,4536.2905,NA,,1005,1,5,2831
0,0,0,0,0,0,0,0,4536.2905,NA,,1005,1,6,2831
0,0,0,0,0,0,0,0,4536.2905,NA,,1005,1,8,2831
0,0,0,0,0,0,0,0,4536.2905,NA,,1005,1,9,2831
0,0,0,0,0,0,0,0,4536.2905,NA,,1005,1,10,2831
,,,,,,,,4536.2905,NA,,1005,1,11,2831
0,0,0,0,0,0,0,0,3540.1692,NA,,1005,1,0,2833
,,,,,0,0,0,5248.3213,NA,,1005,1,4,2833
0,0,0,0,0,0,0,0,5248.3213,NA,,1005,1,5,2833
1,0,0,0,0,0,0,0,5248.3213,NA,,1005,1,6,2833
1,0,1,0,1,1,0,0,5248.3213,NA,,1005,1,8,2833
1,1,0,0,0,1,0,0,5248.3213,NA,,1005,1,9,2833
0,0,0,0,0,0,0,0,5248.3213,NA,,1005,1,10,2833
,,,,,,,,5248.3213,NA,,1005,1,11,2833
,,,,,,,,5248.3213,NA,,1005,1,12,2833
,,,,,,,,5248.3213,NA,,1005,1,13,2833
,,,,,,,,5248.3213,NA,,1005,1,14,2833
,,,,,,,,5248.3213,NA,,1005,1,16,2833
,,,,,,,,5248.3213,NA,,1005,1,19,2833
0,0,0,0,0,0,0,0,4176.1616,NA,,1005,1,0,2834
,,,,,0,0,0,6139.7495,NA,,1005,1,4,2834
1,0,1,1,1,1,0,0,6139.7495,NA,,1005,1,5,2834
1,0,1,1,1,1,0,0,6139.7495,NA,,1005,1,8,2834
,,,,,,,,6139.7495,NA,,1005,1,14,2834
,,,,,,,,6139.7495,NA,,1005,1,16,2834
0,0,0,0,0,0,0,0,3540.1692,NA,,1005,1,0,2835
,,,,,0,0,0,5096.7329,NA,,1005,1,4,2835
1,0,1,1,1,1,0,0,5096.7329,NA,,1005,1,5,2835
1,0,1,1,1,0,0,0,5096.7329,NA,,1005,1,6,2835
1,0,1,1,1,0,0,0,5096.7329,NA,,1005,1,8,2835
0,0,0,0,0,0,0,0,5096.7329,NA,,1005,1,9,2835
1,0,0,1,0,0,0,0,5096.7329,NA,,1005,1,10,2835
,,,,,,,,5096.7329,NA,,1005,1,11,2835
,,,,,,,,5096.7329,NA,,1005,1,12,2835
,,,,,,,,5096.7329,NA,,1005,1,13,2835
,,,,,,,,5096.7329,NA,,1005,1,14,2835
,,,,,,,,5096.7329,NA,,1005,1,16,2835
0,0,0,0,0,0,0,0,3540.1692,NA,,1005,1,0,2836
,,,,,0,0,0,5096.7329,NA,,1005,1,4,2836
1,0,0,0,1,0,0,0,5096.7329,NA,,1005,1,5,2836
0,0,1,0,1,0,0,0,5096.7329,NA,,1005,1,6,2836
0,0,0,0,0,0,0,0,5096.7329,NA,,1005,1,8,2836
0,0,0,0,0,0,0,0,5096.7329,NA,,1005,1,9,2836
0,0,0,0,0,0,0,0,5096.7329,NA,,1005,1,10,2836
,,,,,,,,5096.7329,NA,,1005,1,11,2836
,,,,,,,,5096.7329,NA,,1005,1,12,2836
,,,,,,,,5096.7329,NA,,1005,1,13,2836
,,,,,,,,5096.7329,NA,,1005,1,14,2836
,,,,,,,,5096.7329,NA,,1005,1,16,2836
0,0,0,0,0,0,0,0,3540.1692,NA,,1005,1,0,2837
,,,,,0,0,0,5244.6689,NA,,1005,1,4,2837
0,0,0,0,0,0,0,0,5244.6689,NA,,1005,1,5,2837
0,0,0,0,0,0,0,0,5244.6689,NA,,1005,1,6,2837
1,0,0,0,0,0,0,0,5244.6689,NA,,1005,1,8,2837
0,0,0,0,0,0,0,0,5244.6689,NA,,1005,1,9,2837
0,0,0,0,0,0,0,0,5244.6689,NA,,1005,1,10,2837
,,,,,,,,5244.6689,NA,,1005,1,11,2837
,,,,,,,,5244.6689,NA,,1005,1,12,2837
,,,,,,,,5244.6689,NA,,1005,1,13,2837
,,,,,,,,5244.6689,NA,,1005,1,14,2837
,,,,,,,,5244.6689,NA,,1005,1,16,2837
,,,,,,,,5244.6689,NA,,1005,1,19,2837
0,0,0,0,0,0,0,0,3540.1692,NA,,1005,1,0,2838
,,,,,0,0,0,3945.1973,NA,,1005,1,4,2838
0,0,0,0,0,0,0,0,3945.1973,NA,,1005,1,5,2838
0,0,0,0,0,0,0,0,3945.1973,NA,,1005,1,6,2838
0,0,0,0,0,0,0,0,3945.1973,NA,,1005,1,8,2838
0,0,0,0,0,0,0,0,3540.1692,NA,,1005,1,0,2839
,,,,,0,0,0,5096.7329,NA,,1005,1,4,2839
0,0,0,0,0,0,0,0,5096.7329,NA,,1005,1,5,2839
0,0,0,0,0,0,0,0,5096.7329,NA,,1005,1,6,2839
0,0,0,0,0,0,0,0,5096.7329,NA,,1005,1,8,2839
0,0,0,0,0,0,0,0,5096.7329,NA,,1005,1,9,2839
0,0,0,0,0,0,0,0,5096.7329,NA,,1005,1,10,2839
,,,,,,,,5096.7329,NA,,1005,1,11,2839
,,,,,,,,5096.7329,NA,,1005,1,12,2839
,,,,,,,,5096.7329,NA,,1005,1,13,2839
,,,,,,,,5096.7329,NA,,1005,1,14,2839
,,,,,,,,5096.7329,NA,,1005,1,16,2839
0,0,0,0,0,0,0,0,3540.1692,NA,,1005,1,0,2840
,,,,,0,0,0,5096.7329,NA,,1005,1,4,2840
1,0,1,0,0,0,0,0,5096.7329,NA,,1005,1,5,2840
0,0,1,0,1,0,0,0,5096.7329,NA,,1005,1,6,2840
0,0,0,0,1,0,0,0,5096.7329,NA,,1005,1,8,2840
0,0,0,0,0,0,0,0,5096.7329,NA,,1005,1,9,2840
1,0,1,0,0,0,0,0,5096.7329,NA,,1005,1,10,2840
,,,,,,,,5096.7329,NA,,1005,1,11,2840
,,,,,,,,5096.7329,NA,,1005,1,12,2840
,,,,,,,,5096.7329,NA,,1005,1,13,2840
,,,,,,,,5096.7329,NA,,1005,1,14,2840
,,,,,,,,5096.7329,NA,,1005,1,16,2840
0,0,0,0,0,0,0,0,4738.2637,NA,,1005,1,0,2841
,,,,,0,0,0,8695.8877,NA,,1005,1,4,2841
0,0,0,0,0,0,0,0,8695.8877,NA,,1005,1,5,2841
0,0,0,0,0,0,0,0,8695.8877,NA,,1005,1,6,2841
0,0,1,1,1,0,0,0,8695.8877,NA,,1005,1,8,2841
0,0,0,0,0,0,0,0,8695.8877,NA,,1005,1,9,2841
0,0,0,0,0,0,0,0,8695.8877,NA,,1005,1,10,2841
,,,,,,,,8695.8877,NA,,1005,1,11,2841
,,,,,,,,8695.8877,NA,,1005,1,12,2841
,,,,,,,,8695.8877,NA,,1005,1,13,2841
,,,,,,,,8695.8877,NA,,1005,1,14,2841
,,,,,,,,8695.8877,NA,,1005,1,16,2841
0,0,0,0,0,0,0,0,3730.2246,NA,,1005,1,0,2843
,,,,,0,0,0,4787.4243,NA,,1005,1,4,2843
,,,,,,,,4787.4243,NA,,1005,1,12,2843
0,0,0,0,0,0,0,0,3730.2246,NA,,1005,1,0,2844
,,,,,0,0,0,6409.6084,NA,,1005,1,4,2844
0,0,0,0,0,0,0,0,6409.6084,NA,,1005,1,5,2844
0,0,0,0,0,0,0,0,6409.6084,NA,,1005,1,6,2844
0,0,0,0,0,0,0,0,6409.6084,NA,,1005,1,8,2844
0,0,0,0,0,0,0,0,6409.6084,NA,,1005,1,10,2844
,,,,,,,,6409.6084,NA,,1005,1,11,2844
,,,,,,,,6409.6084,NA,,1005,1,14,2844
,,,,,,,,6409.6084,NA,,1005,1,16,2844
,,,,,,,,6409.6084,NA,,1005,1,19,2844
0,0,0,0,0,0,0,0,4022.4802,NA,,1005,1,0,2848
,,,,,0,0,0,5184.4004,NA,,1005,1,4,2848
0,1,1,1,0,0,0,0,5184.4004,NA,,1005,1,5,2848
1,1,1,1,1,0,0,0,5184.4004,NA,,1005,1,6,2848
1,1,1,0,1,0,0,0,5184.4004,NA,,1005,1,8,2848
1,1,1,1,1,0,0,0,5184.4004,NA,,1005,1,9,2848
0,0,0,0,1,0,0,0,5184.4004,NA,,1005,1,10,2848
,,,,,,,,5184.4004,NA,,1005,1,14,2848
0,0,0,0,0,0,0,0,5867.0322,NA,,1005,1,0,2854
,,,,,0,1,1,8346.3545,NA,,1005,1,4,2854
1,0,0,1,1,0,0,0,8346.3545,NA,,1005,1,5,2854
1,1,0,1,1,0,0,0,8346.3545,NA,,1005,1,6,2854
1,0,0,0,0,0,0,0,8346.3545,NA,,1005,1,8,2854
0,0,0,0,0,0,0,0,8346.3545,NA,,1005,1,9,2854
1,0,0,0,0,0,0,0,8346.3545,NA,,1005,1,10,2854
,,,,,,,,8346.3545,NA,,1005,1,11,2854
,,,,,,,,8346.3545,NA,,1005,1,12,2854
0,0,0,1,1,0,0,0,5061.6606,NA,0,1005,1,0,2857
,,,,,1,1,1,5286.6475,NA,0,1005,1,4,2857
1,1,1,1,1,0,0,0,5286.6475,NA,0,1005,1,5,2857
