Raw.Score,Raw.Score.par.,Raw.Score.par.err.,Prob.mod_sev,Prob.sev,wt,country,wave,hhid
2,-1.067980817,0.596132647,0.102313721,0.000000395,5860.0864,1,0,2
NA,NA,NA,NA,NA,6094.793,1,4,2
6,1.01091217,0.665694606,0.976536878,0.097001395,6094.793,1,5,2
5,0.402958933,0.591196231,0.886669419,0.00637204,6094.793,1,6,2
2,-1.067980817,0.596132647,0.102313721,0.000000395,6094.793,1,8,2
1,-1.747231604,0.756912002,0.02895151,0.00000085,7373.855,1,0,4
NA,NA,NA,NA,NA,7536.9722,1,4,4
7,1.833086591,0.83438748,0.994924051,0.479712924,7536.9722,1,5,4
6,1.01091217,0.665694606,0.976536878,0.097001395,7536.9722,1,6,4
3,-0.568211215,0.556479815,0.322480453,0.00000563,8227.9004,1,0,7
NA,NA,NA,NA,NA,8436.0225,1,4,7
5,0.402958933,0.591196231,0.886669419,0.00637204,8436.0225,1,5,7
6,1.01091217,0.665694606,0.976536878,0.097001395,8436.0225,1,6,7
2,-1.067980817,0.596132647,0.102313721,0.000000395,4227.6768,1,0,10
NA,NA,NA,NA,NA,5005.3872,1,4,10
6,1.01091217,0.665694606,0.976536878,0.097001395,5005.3872,1,5,10
5,0.402958933,0.591196231,0.886669419,0.00637204,5005.3872,1,6,10
8,2.802268842,0.986077689,0.99920582,0.826344533,5005.3872,1,8,10
3,-0.568211215,0.556479815,0.322480453,0.00000563,5005.3872,1,9,10
4,-0.075879615,0.560002271,0.663226332,0.000246386,5005.3872,1,10,10
0,-2.239673802,0.986077689,0,0,4918.9482,1,0,11
NA,NA,NA,NA,NA,5009.7188,1,4,11
4,-0.075879615,0.560002271,0.663226332,0.000246386,5009.7188,1,5,11
6,1.01091217,0.665694606,0.976536878,0.097001395,5009.7188,1,6,11
1,-1.747231604,0.756912002,0.02895151,0.00000085,12665.019,1,0,12
NA,NA,NA,NA,NA,12878.549,1,4,12
6,1.01091217,0.665694606,0.976536878,0.097001395,12878.549,1,5,12
2,-1.067980817,0.596132647,0.102313721,0.000000395,13997.995,1,0,13
NA,NA,NA,NA,NA,13680.712,1,4,13
8,2.802268842,0.986077689,0.99920582,0.826344533,13680.712,1,5,13
8,2.802268842,0.986077689,0.99920582,0.826344533,13680.712,1,6,13
7,1.833086591,0.83438748,0.994924051,0.479712924,13680.712,1,8,13
8,2.802268842,0.986077689,0.99920582,0.826344533,13680.712,1,9,13
8,2.802268842,0.986077689,0.99920582,0.826344533,13680.712,1,10,13
NA,NA,NA,NA,NA,13680.712,1,11,13
0,-2.239673802,0.986077689,0,0,6064.4658,1,0,14
NA,NA,NA,NA,NA,5576.4204,1,4,14
4,-0.075879615,0.560002271,0.663226332,0.000246386,5576.4204,1,5,14
5,0.402958933,0.591196231,0.886669419,0.00637204,5576.4204,1,6,14
0,-2.239673802,0.986077689,0,0,6064.4658,1,0,16
NA,NA,NA,NA,NA,6922.7305,1,4,16
1,-1.747231604,0.756912002,0.02895151,0.00000085,6922.7305,1,5,16
6,1.01091217,0.665694606,0.976536878,0.097001395,6922.7305,1,6,16
3,-0.568211215,0.556479815,0.322480453,0.00000563,6922.7305,1,8,16
1,-1.747231604,0.756912002,0.02895151,0.00000085,6922.7305,1,9,16
4,-0.075879615,0.560002271,0.663226332,0.000246386,6922.7305,1,10,16
NA,NA,NA,NA,NA,6922.7305,1,11,16
0,-2.239673802,0.986077689,0,0,14735.887,1,0,17
NA,NA,NA,NA,NA,58573.219,1,4,17
0,-2.239673802,0.986077689,0,0,58573.219,1,5,17
8,2.802268842,0.986077689,0.99920582,0.826344533,58573.219,1,6,17
4,-0.075879615,0.560002271,0.663226332,0.000246386,58573.219,1,8,17
2,-1.067980817,0.596132647,0.102313721,0.000000395,58573.219,1,9,17
4,-0.075879615,0.560002271,0.663226332,0.000246386,58573.219,1,10,17
NA,NA,NA,NA,NA,58573.219,1,11,17
NA,NA,NA,NA,NA,58573.219,1,12,17
NA,NA,NA,NA,NA,58573.219,1,13,17
NA,NA,NA,NA,NA,58573.219,1,14,17
NA,NA,NA,NA,NA,58573.219,1,16,17
1,-1.747231604,0.756912002,0.02895151,0.00000085,5109.7461,1,0,18
NA,NA,NA,NA,NA,5600.7881,1,4,18
4,-0.075879615,0.560002271,0.663226332,0.000246386,5600.7881,1,5,18
6,1.01091217,0.665694606,0.976536878,0.097001395,5600.7881,1,6,18
7,1.833086591,0.83438748,0.994924051,0.479712924,5600.7881,1,8,18
8,2.802268842,0.986077689,0.99920582,0.826344533,5600.7881,1,9,18
5,0.402958933,0.591196231,0.886669419,0.00637204,5600.7881,1,10,18
NA,NA,NA,NA,NA,5600.7881,1,11,18
0,-2.239673802,0.986077689,0,0,6064.4658,1,0,20
NA,NA,NA,NA,NA,6696.5137,1,4,20
0,-2.239673802,0.986077689,0,0,6696.5137,1,5,20
2,-1.067980817,0.596132647,0.102313721,0.000000395,6696.5137,1,6,20
3,-0.568211215,0.556479815,0.322480453,0.00000563,6696.5137,1,8,20
1,-1.747231604,0.756912002,0.02895151,0.00000085,6696.5137,1,9,20
0,-2.239673802,0.986077689,0,0,6696.5137,1,10,20
NA,NA,NA,NA,NA,6696.5137,1,11,20
0,-2.239673802,0.986077689,0,0,8368.5283,1,0,22
NA,NA,NA,NA,NA,9131.9502,1,4,22
3,-0.568211215,0.556479815,0.322480453,0.00000563,9131.9502,1,5,22
6,1.01091217,0.665694606,0.976536878,0.097001395,9131.9502,1,6,22
6,1.01091217,0.665694606,0.976536878,0.097001395,9131.9502,1,8,22
1,-1.747231604,0.756912002,0.02895151,0.00000085,9131.9502,1,9,22
1,-1.747231604,0.756912002,0.02895151,0.00000085,9131.9502,1,10,22
NA,NA,NA,NA,NA,9131.9502,1,11,22
0,-2.239673802,0.986077689,0,0,4885.6826,1,0,29
NA,NA,NA,NA,NA,5029.8101,1,4,29
8,2.802268842,0.986077689,0.99920582,0.826344533,5029.8101,1,5,29
6,1.01091217,0.665694606,0.976536878,0.097001395,5029.8101,1,6,29
4,-0.075879615,0.560002271,0.663226332,0.000246386,5029.8101,1,8,29
1,-1.747231604,0.756912002,0.02895151,0.00000085,5029.8101,1,9,29
4,-0.075879615,0.560002271,0.663226332,0.000246386,5029.8101,1,10,29
NA,NA,NA,NA,NA,5029.8101,1,11,29
0,-2.239673802,0.986077689,0,0,4119.4492,1,0,31
NA,NA,NA,NA,NA,5107.6055,1,4,31
3,-0.568211215,0.556479815,0.322480453,0.00000563,5107.6055,1,5,31
5,0.402958933,0.591196231,0.886669419,0.00637204,5107.6055,1,6,31
6,1.01091217,0.665694606,0.976536878,0.097001395,5107.6055,1,8,31
4,-0.075879615,0.560002271,0.663226332,0.000246386,5107.6055,1,9,31
3,-0.568211215,0.556479815,0.322480453,0.00000563,5107.6055,1,10,31
NA,NA,NA,NA,NA,5107.6055,1,11,31
0,-2.239673802,0.986077689,0,0,4164.7212,1,0,34
NA,NA,NA,NA,NA,4640.5625,1,4,34
6,1.01091217,0.665694606,0.976536878,0.097001395,4640.5625,1,5,34
4,-0.075879615,0.560002271,0.663226332,0.000246386,4640.5625,1,6,34
4,-0.075879615,0.560002271,0.663226332,0.000246386,4640.5625,1,8,34
0,-2.239673802,0.986077689,0,0,4640.5625,1,9,34
0,-2.239673802,0.986077689,0,0,4640.5625,1,10,34
NA,NA,NA,NA,NA,4640.5625,1,11,34
0,-2.239673802,0.986077689,0,0,5862.2622,1,0,35
NA,NA,NA,NA,NA,7630.7837,1,4,35
8,2.802268842,0.986077689,0.99920582,0.826344533,7630.7837,1,5,35
8,2.802268842,0.986077689,0.99920582,0.826344533,7630.7837,1,6,35
7,1.833086591,0.83438748,0.994924051,0.479712924,7630.7837,1,8,35
2,-1.067980817,0.596132647,0.102313721,0.000000395,7630.7837,1,9,35
8,2.802268842,0.986077689,0.99920582,0.826344533,7630.7837,1,10,35
NA,NA,NA,NA,NA,7630.7837,1,11,35
0,-2.239673802,0.986077689,0,0,5862.2622,1,0,36
NA,NA,NA,NA,NA,6093.8027,1,4,36
0,-2.239673802,0.986077689,0,0,6093.8027,1,5,36
1,-1.747231604,0.756912002,0.02895151,0.00000085,6093.8027,1,6,36
0,-2.239673802,0.986077689,0,0,6093.8027,1,8,36
0,-2.239673802,0.986077689,0,0,6093.8027,1,9,36
0,-2.239673802,0.986077689,0,0,6093.8027,1,10,36
NA,NA,NA,NA,NA,6093.8027,1,11,36
0,-2.239673802,0.986077689,0,0,6820.8057,1,0,37
NA,NA,NA,NA,NA,7582.8457,1,4,37
6,1.01091217,0.665694606,0.976536878,0.097001395,7582.8457,1,5,37
6,1.01091217,0.665694606,0.976536878,0.097001395,7582.8457,1,6,37
3,-0.568211215,0.556479815,0.322480453,0.00000563,7582.8457,1,8,37
8,2.802268842,0.986077689,0.99920582,0.826344533,7582.8457,1,9,37
8,2.802268842,0.986077689,0.99920582,0.826344533,7582.8457,1,10,37
NA,NA,NA,NA,NA,7582.8457,1,11,37
0,-2.239673802,0.986077689,0,0,3544.0325,1,0,39
NA,NA,NA,NA,NA,4092.7024,1,4,39
3,-0.568211215,0.556479815,0.322480453,0.00000563,4092.7024,1,5,39
6,1.01091217,0.665694606,0.976536878,0.097001395,4092.7024,1,6,39
8,2.802268842,0.986077689,0.99920582,0.826344533,4092.7024,1,8,39
8,2.802268842,0.986077689,0.99920582,0.826344533,4092.7024,1,9,39
3,-0.568211215,0.556479815,0.322480453,0.00000563,4092.7024,1,10,39
NA,NA,NA,NA,NA,4092.7024,1,11,39
0,-2.239673802,0.986077689,0,0,2855.3635,1,0,41
NA,NA,NA,NA,NA,3030.2366,1,4,41
6,1.01091217,0.665694606,0.976536878,0.097001395,3030.2366,1,5,41
0,-2.239673802,0.986077689,0,0,3030.2366,1,6,41
4,-0.075879615,0.560002271,0.663226332,0.000246386,3030.2366,1,8,41
4,-0.075879615,0.560002271,0.663226332,0.000246386,3030.2366,1,10,41
0,-2.239673802,0.986077689,0,0,4164.7212,1,0,42
NA,NA,NA,NA,NA,3983.6641,1,4,42
1,-1.747231604,0.756912002,0.02895151,0.00000085,3983.6641,1,5,42
1,-1.747231604,0.756912002,0.02895151,0.00000085,3983.6641,1,6,42
1,-1.747231604,0.756912002,0.02895151,0.00000085,3983.6641,1,8,42
2,-1.067980817,0.596132647,0.102313721,0.000000395,3983.6641,1,9,42
2,-1.067980817,0.596132647,0.102313721,0.000000395,3983.6641,1,10,42
NA,NA,NA,NA,NA,3983.6641,1,11,42
0,-2.239673802,0.986077689,0,0,2855.3635,1,0,44
NA,NA,NA,NA,NA,3055.708,1,4,44
8,2.802268842,0.986077689,0.99920582,0.826344533,3055.708,1,5,44
1,-1.747231604,0.756912002,0.02895151,0.00000085,3055.708,1,6,44
7,1.833086591,0.83438748,0.994924051,0.479712924,3055.708,1,8,44
8,2.802268842,0.986077689,0.99920582,0.826344533,3055.708,1,9,44
6,1.01091217,0.665694606,0.976536878,0.097001395,3055.708,1,10,44
NA,NA,NA,NA,NA,3055.708,1,11,44
0,-2.239673802,0.986077689,0,0,4942.8696,1,0,46
NA,NA,NA,NA,NA,5962.4609,1,4,46
5,0.402958933,0.591196231,0.886669419,0.00637204,5962.4609,1,5,46
0,-2.239673802,0.986077689,0,0,5962.4609,1,6,46
0,-2.239673802,0.986077689,0,0,5962.4609,1,8,46
0,-2.239673802,0.986077689,0,0,5962.4609,1,9,46
1,-1.747231604,0.756912002,0.02895151,0.00000085,5962.4609,1,10,46
NA,NA,NA,NA,NA,5962.4609,1,11,46
0,-2.239673802,0.986077689,0,0,8125.8247,1,0,47
NA,NA,NA,NA,NA,10276.265,1,4,47
0,-2.239673802,0.986077689,0,0,10276.265,1,5,47
0,-2.239673802,0.986077689,0,0,10276.265,1,6,47
0,-2.239673802,0.986077689,0,0,10276.265,1,8,47
0,-2.239673802,0.986077689,0,0,10276.265,1,9,47
0,-2.239673802,0.986077689,0,0,10276.265,1,10,47
NA,NA,NA,NA,NA,10276.265,1,11,47
0,-2.239673802,0.986077689,0,0,4592.4653,1,0,48
NA,NA,NA,NA,NA,4771.7412,1,4,48
2,-1.067980817,0.596132647,0.102313721,0.000000395,4771.7412,1,5,48
1,-1.747231604,0.756912002,0.02895151,0.00000085,4771.7412,1,6,48
4,-0.075879615,0.560002271,0.663226332,0.000246386,4771.7412,1,8,48
1,-1.747231604,0.756912002,0.02895151,0.00000085,4771.7412,1,9,48
2,-1.067980817,0.596132647,0.102313721,0.000000395,4771.7412,1,10,48
NA,NA,NA,NA,NA,4771.7412,1,11,48
1,-1.747231604,0.756912002,0.02895151,0.00000085,878.38617,1,0,60
NA,NA,NA,NA,NA,985.92773,1,4,60
6,1.01091217,0.665694606,0.976536878,0.097001395,985.92773,1,5,60
4,-0.075879615,0.560002271,0.663226332,0.000246386,985.92773,1,6,60
3,-0.568211215,0.556479815,0.322480453,0.00000563,985.92773,1,8,60
4,-0.075879615,0.560002271,0.663226332,0.000246386,985.92773,1,9,60
3,-0.568211215,0.556479815,0.322480453,0.00000563,985.92773,1,10,60
NA,NA,NA,NA,NA,985.92773,1,11,60
0,-2.239673802,0.986077689,0,0,1281.1794,1,0,61
NA,NA,NA,NA,NA,1495.3345,1,4,61
1,-1.747231604,0.756912002,0.02895151,0.00000085,1495.3345,1,5,61
1,-1.747231604,0.756912002,0.02895151,0.00000085,1495.3345,1,6,61
2,-1.067980817,0.596132647,0.102313721,0.000000395,1495.3345,1,8,61
3,-0.568211215,0.556479815,0.322480453,0.00000563,1495.3345,1,9,61
0,-2.239673802,0.986077689,0,0,1495.3345,1,10,61
NA,NA,NA,NA,NA,1495.3345,1,11,61
0,-2.239673802,0.986077689,0,0,1281.1794,1,0,62
NA,NA,NA,NA,NA,1404.2997,1,4,62
0,-2.239673802,0.986077689,0,0,1404.2997,1,5,62
6,1.01091217,0.665694606,0.976536878,0.097001395,1404.2997,1,6,62
2,-1.067980817,0.596132647,0.102313721,0.000000395,1404.2997,1,8,62
3,-0.568211215,0.556479815,0.322480453,0.00000563,1404.2997,1,9,62
1,-1.747231604,0.756912002,0.02895151,0.00000085,1404.2997,1,10,62
NA,NA,NA,NA,NA,1404.2997,1,11,62
0,-2.239673802,0.986077689,0,0,1520.5588,1,0,64
NA,NA,NA,NA,NA,1839.0558,1,4,64
4,-0.075879615,0.560002271,0.663226332,0.000246386,1839.0558,1,5,64
6,1.01091217,0.665694606,0.976536878,0.097001395,1839.0558,1,6,64
4,-0.075879615,0.560002271,0.663226332,0.000246386,1839.0558,1,8,64
4,-0.075879615,0.560002271,0.663226332,0.000246386,1839.0558,1,9,64
5,0.402958933,0.591196231,0.886669419,0.00637204,1839.0558,1,10,64
NA,NA,NA,NA,NA,1839.0558,1,11,64
0,-2.239673802,0.986077689,0,0,1281.1794,1,0,65
NA,NA,NA,NA,NA,1575.0541,1,4,65
1,-1.747231604,0.756912002,0.02895151,0.00000085,1575.0541,1,5,65
2,-1.067980817,0.596132647,0.102313721,0.000000395,1575.0541,1,6,65
1,-1.747231604,0.756912002,0.02895151,0.00000085,1575.0541,1,8,65
1,-1.747231604,0.756912002,0.02895151,0.00000085,1575.0541,1,9,65
0,-2.239673802,0.986077689,0,0,1575.0541,1,10,65
NA,NA,NA,NA,NA,1575.0541,1,11,65
0,-2.239673802,0.986077689,0,0,2499.7207,1,0,66
NA,NA,NA,NA,NA,2689.1233,1,4,66
5,0.402958933,0.591196231,0.886669419,0.00637204,2689.1233,1,5,66
8,2.802268842,0.986077689,0.99920582,0.826344533,2689.1233,1,6,66
4,-0.075879615,0.560002271,0.663226332,0.000246386,2689.1233,1,8,66
7,1.833086591,0.83438748,0.994924051,0.479712924,2689.1233,1,9,66
7,1.833086591,0.83438748,0.994924051,0.479712924,2689.1233,1,10,66
NA,NA,NA,NA,NA,2689.1233,1,11,66
0,-2.239673802,0.986077689,0,0,1090.2391,1,0,68
NA,NA,NA,NA,NA,1138.0542,1,4,68
0,-2.239673802,0.986077689,0,0,1138.0542,1,5,68
0,-2.239673802,0.986077689,0,0,1138.0542,1,6,68
0,-2.239673802,0.986077689,0,0,1138.0542,1,8,68
1,-1.747231604,0.756912002,0.02895151,0.00000085,1138.0542,1,9,68
0,-2.239673802,0.986077689,0,0,1138.0542,1,10,68
NA,NA,NA,NA,NA,1138.0542,1,11,68
0,-2.239673802,0.986077689,0,0,40956.418,1,0,71
NA,NA,NA,NA,NA,46546.566,1,4,71
8,2.802268842,0.986077689,0.99920582,0.826344533,46546.566,1,5,71
7,1.833086591,0.83438748,0.994924051,0.479712924,46546.566,1,6,71
3,-0.568211215,0.556479815,0.322480453,0.00000563,46546.566,1,8,71
8,2.802268842,0.986077689,0.99920582,0.826344533,46546.566,1,9,71
8,2.802268842,0.986077689,0.99920582,0.826344533,46546.566,1,10,71
NA,NA,NA,NA,NA,46546.566,1,11,71
0,-2.239673802,0.986077689,0,0,6686.8003,1,0,73
NA,NA,NA,NA,NA,7383.7085,1,4,73
2,-1.067980817,0.596132647,0.102313721,0.000000395,7383.7085,1,5,73
4,-0.075879615,0.560002271,0.663226332,0.000246386,7383.7085,1,6,73
2,-1.067980817,0.596132647,0.102313721,0.000000395,7383.7085,1,8,73
0,-2.239673802,0.986077689,0,0,7383.7085,1,9,73
2,-1.067980817,0.596132647,0.102313721,0.000000395,7383.7085,1,10,73
NA,NA,NA,NA,NA,7383.7085,1,11,73
0,-2.239673802,0.986077689,0,0,4794.4292,1,0,74
NA,NA,NA,NA,NA,5184.4136,1,4,74
1,-1.747231604,0.756912002,0.02895151,0.00000085,5184.4136,1,5,74
0,-2.239673802,0.986077689,0,0,5184.4136,1,6,74
0,-2.239673802,0.986077689,0,0,5184.4136,1,8,74
6,1.01091217,0.665694606,0.976536878,0.097001395,5184.4136,1,9,74
1,-1.747231604,0.756912002,0.02895151,0.00000085,5184.4136,1,10,74
NA,NA,NA,NA,NA,5184.4136,1,11,74
0,-2.239673802,0.986077689,0,0,4794.4292,1,0,75
NA,NA,NA,NA,NA,5184.4136,1,4,75
2,-1.067980817,0.596132647,0.102313721,0.000000395,5184.4136,1,5,75
1,-1.747231604,0.756912002,0.02895151,0.00000085,5184.4136,1,6,75
1,-1.747231604,0.756912002,0.02895151,0.00000085,5184.4136,1,8,75
0,-2.239673802,0.986077689,0,0,5184.4136,1,9,75
2,-1.067980817,0.596132647,0.102313721,0.000000395,5184.4136,1,10,75
NA,NA,NA,NA,NA,5184.4136,1,11,75
0,-2.239673802,0.986077689,0,0,6686.8003,1,0,76
NA,NA,NA,NA,NA,7231.6313,1,4,76
2,-1.067980817,0.596132647,0.102313721,0.000000395,7231.6313,1,5,76
4,-0.075879615,0.560002271,0.663226332,0.000246386,7231.6313,1,6,76
7,1.833086591,0.83438748,0.994924051,0.479712924,7231.6313,1,8,76
8,2.802268842,0.986077689,0.99920582,0.826344533,7231.6313,1,9,76
7,1.833086591,0.83438748,0.994924051,0.479712924,7231.6313,1,10,76
NA,NA,NA,NA,NA,7231.6313,1,11,76
0,-2.239673802,0.986077689,0,0,7387.77,1,0,77
NA,NA,NA,NA,NA,8361.75,1,4,77
1,-1.747231604,0.756912002,0.02895151,0.00000085,8361.75,1,5,77
7,1.833086591,0.83438748,0.994924051,0.479712924,8361.75,1,6,77
2,-1.067980817,0.596132647,0.102313721,0.000000395,8361.75,1,8,77
5,0.402958933,0.591196231,0.886669419,0.00637204,8361.75,1,9,77
4,-0.075879615,0.560002271,0.663226332,0.000246386,8361.75,1,10,77
NA,NA,NA,NA,NA,8361.75,1,11,77
0,-2.239673802,0.986077689,0,0,6686.8003,1,0,78
NA,NA,NA,NA,NA,7383.7085,1,4,78
2,-1.067980817,0.596132647,0.102313721,0.000000395,7383.7085,1,5,78
4,-0.075879615,0.560002271,0.663226332,0.000246386,7383.7085,1,6,78
4,-0.075879615,0.560002271,0.663226332,0.000246386,7383.7085,1,8,78
6,1.01091217,0.665694606,0.976536878,0.097001395,7383.7085,1,9,78
8,2.802268842,0.986077689,0.99920582,0.826344533,7383.7085,1,10,78
NA,NA,NA,NA,NA,7383.7085,1,11,78
0,-2.239673802,0.986077689,0,0,6686.8003,1,0,79
NA,NA,NA,NA,NA,7383.7085,1,4,79
6,1.01091217,0.665694606,0.976536878,0.097001395,7383.7085,1,5,79
6,1.01091217,0.665694606,0.976536878,0.097001395,7383.7085,1,6,79
3,-0.568211215,0.556479815,0.322480453,0.00000563,7383.7085,1,8,79
2,-1.067980817,0.596132647,0.102313721,0.000000395,7383.7085,1,9,79
3,-0.568211215,0.556479815,0.322480453,0.00000563,7383.7085,1,10,79
NA,NA,NA,NA,NA,7383.7085,1,11,79
0,-2.239673802,0.986077689,0,0,7930.5703,1,0,80
NA,NA,NA,NA,NA,8822.7822,1,4,80
7,1.833086591,0.83438748,0.994924051,0.479712924,8822.7822,1,5,80
7,1.833086591,0.83438748,0.994924051,0.479712924,8822.7822,1,6,80
3,-0.568211215,0.556479815,0.322480453,0.00000563,8822.7822,1,8,80
3,-0.568211215,0.556479815,0.322480453,0.00000563,8822.7822,1,9,80
3,-0.568211215,0.556479815,0.322480453,0.00000563,8822.7822,1,10,80
NA,NA,NA,NA,NA,8822.7822,1,11,80
0,-2.239673802,0.986077689,0,0,8768.1221,1,0,81
NA,NA,NA,NA,NA,9681.9492,1,4,81
2,-1.067980817,0.596132647,0.102313721,0.000000395,9681.9492,1,5,81
2,-1.067980817,0.596132647,0.102313721,0.000000395,9681.9492,1,6,81
4,-0.075879615,0.560002271,0.663226332,0.000246386,9681.9492,1,8,81
1,-1.747231604,0.756912002,0.02895151,0.00000085,9681.9492,1,9,81
5,0.402958933,0.591196231,0.886669419,0.00637204,9681.9492,1,10,81
NA,NA,NA,NA,NA,9681.9492,1,11,81
0,-2.239673802,0.986077689,0,0,10992.757,1,0,82
NA,NA,NA,NA,NA,11487.894,1,4,82
1,-1.747231604,0.756912002,0.02895151,0.00000085,11487.894,1,5,82
6,1.01091217,0.665694606,0.976536878,0.097001395,11487.894,1,6,82
3,-0.568211215,0.556479815,0.322480453,0.00000563,11487.894,1,8,82
4,-0.075879615,0.560002271,0.663226332,0.000246386,11487.894,1,9,82
4,-0.075879615,0.560002271,0.663226332,0.000246386,11487.894,1,10,82
NA,NA,NA,NA,NA,11487.894,1,11,82
0,-2.239673802,0.986077689,0,0,1639.6996,1,0,93
NA,NA,NA,NA,NA,1728.8153,1,4,93
0,-2.239673802,0.986077689,0,0,1728.8153,1,5,93
2,-1.067980817,0.596132647,0.102313721,0.000000395,1728.8153,1,6,93
1,-1.747231604,0.756912002,0.02895151,0.00000085,1728.8153,1,8,93
1,-1.747231604,0.756912002,0.02895151,0.00000085,1728.8153,1,9,93
0,-2.239673802,0.986077689,0,0,1728.8153,1,10,93
NA,NA,NA,NA,NA,1728.8153,1,11,93
1,-1.747231604,0.756912002,0.02895151,0.00000085,3060.8425,1,0,95
NA,NA,NA,NA,NA,3269.0308,1,4,95
0,-2.239673802,0.986077689,0,0,3269.0308,1,5,95
1,-1.747231604,0.756912002,0.02895151,0.00000085,3269.0308,1,6,95
2,-1.067980817,0.596132647,0.102313721,0.000000395,3269.0308,1,8,95
1,-1.747231604,0.756912002,0.02895151,0.00000085,3269.0308,1,9,95
2,-1.067980817,0.596132647,0.102313721,0.000000395,3269.0308,1,10,95
NA,NA,NA,NA,NA,3269.0308,1,11,95
0,-2.239673802,0.986077689,0,0,1639.6996,1,0,101
NA,NA,NA,NA,NA,2054.2488,1,4,101
6,1.01091217,0.665694606,0.976536878,0.097001395,2054.2488,1,5,101
5,0.402958933,0.591196231,0.886669419,0.00637204,2054.2488,1,6,101
3,-0.568211215,0.556479815,0.322480453,0.00000563,2054.2488,1,8,101
5,0.402958933,0.591196231,0.886669419,0.00637204,2054.2488,1,9,101
2,-1.067980817,0.596132647,0.102313721,0.000000395,2054.2488,1,10,101
NA,NA,NA,NA,NA,2054.2488,1,11,101
NA,NA,NA,NA,NA,2054.2488,1,14,101
0,-2.239673802,0.986077689,0,0,2194.6208,1,0,102
NA,NA,NA,NA,NA,2693.0591,1,4,102
3,-0.568211215,0.556479815,0.322480453,0.00000563,2693.0591,1,5,102
0,-2.239673802,0.986077689,0,0,2693.0591,1,6,102
0,-2.239673802,0.986077689,0,0,2693.0591,1,8,102
1,-1.747231604,0.756912002,0.02895151,0.00000085,2693.0591,1,9,102
1,-1.747231604,0.756912002,0.02895151,0.00000085,2693.0591,1,10,102
NA,NA,NA,NA,NA,2693.0591,1,11,102
NA,NA,NA,NA,NA,2693.0591,1,14,102
0,-2.239673802,0.986077689,0,0,1639.6996,1,0,104
NA,NA,NA,NA,NA,1896.1777,1,4,104
1,-1.747231604,0.756912002,0.02895151,0.00000085,1896.1777,1,5,104
1,-1.747231604,0.756912002,0.02895151,0.00000085,1896.1777,1,6,104
0,-2.239673802,0.986077689,0,0,1896.1777,1,8,104
1,-1.747231604,0.756912002,0.02895151,0.00000085,1896.1777,1,9,104
0,-2.239673802,0.986077689,0,0,1896.1777,1,10,104
NA,NA,NA,NA,NA,1896.1777,1,11,104
NA,NA,NA,NA,NA,1896.1777,1,14,104
0,-2.239673802,0.986077689,0,0,3630.1707,1,0,105
NA,NA,NA,NA,NA,3679.542,1,4,105
3,-0.568211215,0.556479815,0.322480453,0.00000563,3679.542,1,5,105
0,-2.239673802,0.986077689,0,0,3679.542,1,6,105
0,-2.239673802,0.986077689,0,0,3679.542,1,8,105
0,-2.239673802,0.986077689,0,0,3679.542,1,9,105
1,-1.747231604,0.756912002,0.02895151,0.00000085,3679.542,1,10,105
NA,NA,NA,NA,NA,3679.542,1,11,105
0,-2.239673802,0.986077689,0,0,1768.1667,1,0,107
NA,NA,NA,NA,NA,1892.2289,1,4,107
1,-1.747231604,0.756912002,0.02895151,0.00000085,1892.2289,1,5,107
3,-0.568211215,0.556479815,0.322480453,0.00000563,1892.2289,1,6,107
2,-1.067980817,0.596132647,0.102313721,0.000000395,1892.2289,1,8,107
3,-0.568211215,0.556479815,0.322480453,0.00000563,1892.2289,1,9,107
1,-1.747231604,0.756912002,0.02895151,0.00000085,1892.2289,1,10,107
NA,NA,NA,NA,NA,1892.2289,1,11,107
0,-2.239673802,0.986077689,0,0,2731.2134,1,0,109
NA,NA,NA,NA,NA,2979.7915,1,4,109
6,1.01091217,0.665694606,0.976536878,0.097001395,2979.7915,1,5,109
6,1.01091217,0.665694606,0.976536878,0.097001395,2979.7915,1,6,109
3,-0.568211215,0.556479815,0.322480453,0.00000563,2979.7915,1,8,109
1,-1.747231604,0.756912002,0.02895151,0.00000085,2979.7915,1,9,109
2,-1.067980817,0.596132647,0.102313721,0.000000395,2979.7915,1,10,109
NA,NA,NA,NA,NA,2979.7915,1,11,109
0,-2.239673802,0.986077689,0,0,1577.7488,1,0,110
NA,NA,NA,NA,NA,1666.2527,1,4,110
0,-2.239673802,0.986077689,0,0,1666.2527,1,5,110
0,-2.239673802,0.986077689,0,0,1666.2527,1,6,110
0,-2.239673802,0.986077689,0,0,1666.2527,1,8,110
0,-2.239673802,0.986077689,0,0,1666.2527,1,9,110
1,-1.747231604,0.756912002,0.02895151,0.00000085,1666.2527,1,10,110
NA,NA,NA,NA,NA,1666.2527,1,11,110
1,-1.747231604,0.756912002,0.02895151,0.00000085,1958.2771,1,0,111
NA,NA,NA,NA,NA,2152.2031,1,4,111
4,-0.075879615,0.560002271,0.663226332,0.000246386,2152.2031,1,5,111
0,-2.239673802,0.986077689,0,0,2152.2031,1,6,111
0,-2.239673802,0.986077689,0,0,2152.2031,1,8,111
0,-2.239673802,0.986077689,0,0,2152.2031,1,9,111
0,-2.239673802,0.986077689,0,0,2152.2031,1,10,111
NA,NA,NA,NA,NA,2152.2031,1,11,111
1,-1.747231604,0.756912002,0.02895151,0.00000085,2301.2424,1,0,112
